date_of_demolition,locality,district,area,housing_units,people_left_homeless,minors_left_homeless,type_of_sturcture,reason_for_demolition
2006-11-26,Hebron,Hebron,west-bank,1,8,0,Residental,Demolition on the pretext of unlawful construction
2006-11-23,Qarawat Bani Hassan,Salfit,west-bank,1,7,0,Residental,Demolition on the pretext of unlawful construction
2006-11-22,al-Funduq,Qalqiliya,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-11-22,al-Funduq,Qalqiliya,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-11-22,al-Funduq,Qalqiliya,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-11-17,Qalqiliyah,Qalqiliya,west-bank,0,0,0,Residental,Demolition for alleged military purposes
2006-11-17,Qalqiliyah,Qalqiliya,west-bank,1,2,0,Residental,Demolition for alleged military purposes
2006-11-17,Qalqiliyah,Qalqiliya,west-bank,1,1,0,Residental,Demolition for alleged military purposes
2006-11-17,Qalqiliyah,Qalqiliya,west-bank,1,6,0,Residental,Demolition for alleged military purposes
2006-11-17,Qalqiliyah,Qalqiliya,west-bank,1,3,0,Residental,Demolition for alleged military purposes
2006-11-16,Rafah,Rafah,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2006-11-16,Rafah,Rafah,gaza-strip,1,14,0,Residental,Demolition for alleged military purposes
2006-11-16,Rafah,Rafah,gaza-strip,4,23,0,Residental,Demolition for alleged military purposes
2006-11-16,Tulkarm,Tulkarm,west-bank,5,14,0,Residental,Demolition for alleged military purposes
2006-11-16,Rafah,Rafah,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2006-11-16,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-11-16,Jabalya,North Gaza,gaza-strip,4,13,0,Residental,Demolition for alleged military purposes
2006-11-16,Jabalya R.C.,North Gaza,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-11-16,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-11-16,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-11-15,Gaza City,Gaza,gaza-strip,10,44,0,Residental,Demolition for alleged military purposes
2006-11-15,Gaza City,Gaza,gaza-strip,2,10,0,Residental,Demolition for alleged military purposes
2006-11-15,Beit Lahiya,North Gaza,gaza-strip,2,13,0,Residental,Demolition for alleged military purposes
2006-11-08,Gaza City,Gaza,gaza-strip,2,7,0,Residental,Demolition for alleged military purposes
2006-11-06,Beit Hanoun,North Gaza,gaza-strip,2,20,0,Residental,Demolition for alleged military purposes
2006-11-05,Beit Hanoun,North Gaza,gaza-strip,3,24,0,Residental,Demolition for alleged military purposes
2006-11-04,Beit Hanoun,North Gaza,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2006-11-04,Beit Hanoun,North Gaza,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-11-04,Beit Hanoun,North Gaza,gaza-strip,4,30,0,Residental,Demolition for alleged military purposes
2006-11-04,Beit Hanoun,North Gaza,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-11-04,Beit Hanoun,North Gaza,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2006-11-04,Beit Hanoun,North Gaza,gaza-strip,1,12,0,Residental,Demolition for alleged military purposes
2006-11-04,Beit Hanoun,North Gaza,gaza-strip,1,14,0,Residental,Demolition for alleged military purposes
2006-11-04,Beit Hanoun,North Gaza,gaza-strip,1,17,0,Residental,Demolition for alleged military purposes
2006-11-04,Beit Hanoun,North Gaza,gaza-strip,1,14,0,Residental,Demolition for alleged military purposes
2006-11-04,Beit Hanoun,North Gaza,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-11-04,Beit Hanoun,North Gaza,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-11-04,Beit Hanoun,North Gaza,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-11-04,Beit Hanoun,North Gaza,gaza-strip,2,16,0,Residental,Demolition for alleged military purposes
2006-11-03,Bethlehem,Bethlehem,west-bank,1,9,0,Residental,Demolition on the pretext of unlawful construction
2006-11-03,Bethlehem,Bethlehem,west-bank,1,9,0,Residental,Demolition on the pretext of unlawful construction
2006-11-03,Beit Jala,Bethlehem,west-bank,0,0,0,Residental,Demolition for alleged military purposes
2006-11-03,Beit Hanoun,North Gaza,gaza-strip,6,42,0,Residental,Demolition for alleged military purposes
2006-11-02,Beit Hanoun,North Gaza,gaza-strip,1,16,0,Residental,Demolition for alleged military purposes
2006-10-30,Bani Suheila,Khan Yunis,gaza-strip,2,6,0,Residental,Demolition for alleged military purposes
2006-10-27,Jabalya R.C.,North Gaza,gaza-strip,2,10,0,Residental,Demolition for alleged military purposes
2006-10-21,Rafah,Rafah,gaza-strip,1,13,0,Residental,Demolition for alleged military purposes
2006-10-18,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-10-18,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-10-18,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-10-18,Rafah,Rafah,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2006-10-18,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-10-18,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-10-18,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-10-18,Rafah,Rafah,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2006-10-18,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-10-18,Rafah,Rafah,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2006-10-18,Rafah,Rafah,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2006-10-14,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2006-10-14,Rafah,Rafah,gaza-strip,5,30,0,Residental,Demolition for alleged military purposes
2006-10-14,Rafah,Rafah,gaza-strip,2,20,0,Residental,Demolition for alleged military purposes
2006-10-14,Rafah,Rafah,gaza-strip,2,10,0,Residental,Demolition for alleged military purposes
2006-10-14,Rafah,Rafah,gaza-strip,5,31,0,Residental,Demolition for alleged military purposes
2006-10-14,Gaza City,Gaza,gaza-strip,2,12,0,Residental,Demolition for alleged military purposes
2006-10-11,Jabalya R.C.,North Gaza,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-10-11,Jabalya R.C.,North Gaza,gaza-strip,2,8,0,Residental,Demolition for alleged military purposes
2006-10-11,Jabalya R.C.,North Gaza,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-10-09,Khan Yunis,Khan Yunis,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-10-03,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,gaza-strip,2,0,0,Residental,Demolition for alleged military purposes
2006-09-28,Rafah,Rafah,gaza-strip,5,23,0,Residental,Demolition for alleged military purposes
2006-09-27,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-09-27,Khan Yunis,Khan Yunis,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-09-22,al-Mughayir,Ramallah and al-Bira,west-bank,0,0,0,Residental,Demolition for alleged military purposes
2006-09-21,Rafah,Rafah,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2006-09-21,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-09-21,Rafah,Rafah,gaza-strip,2,22,0,Residental,Demolition for alleged military purposes
2006-09-21,Rafah,Rafah,gaza-strip,1,15,0,Residental,Demolition for alleged military purposes
2006-09-21,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-09-21,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-09-21,Rafah,Rafah,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2006-09-21,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-09-21,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-09-21,Rafah,Rafah,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2006-09-21,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-09-21,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2006-09-20,a-Sawahrah a-Sharqiyah,al-Quds,west-bank,1,9,0,Residental,Demolition on the pretext of unlawful construction
2006-09-15,Za'tara,Bethlehem,west-bank,1,10,0,Residental,Demolition on the pretext of unlawful construction
2006-09-15,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-09-15,Rafah,Rafah,gaza-strip,1,12,0,Residental,Demolition for alleged military purposes
2006-09-15,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-09-15,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-09-15,Rafah,Rafah,gaza-strip,6,19,0,Residental,Demolition for alleged military purposes
2006-09-11,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-09-11,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,gaza-strip,2,18,0,Residental,Demolition for alleged military purposes
2006-09-02,Beit Hanoun,North Gaza,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2006-09-02,Beit Hanoun,North Gaza,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2006-09-02,Beit Hanoun,North Gaza,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-09-02,Beit Hanoun,North Gaza,gaza-strip,1,14,0,Residental,Demolition for alleged military purposes
2006-09-02,Beit Hanoun,North Gaza,gaza-strip,1,13,0,Residental,Demolition for alleged military purposes
2006-09-02,Beit Hanoun,North Gaza,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-09-02,Beit Hanoun,North Gaza,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-09-02,Beit Hanoun,North Gaza,gaza-strip,1,16,0,Residental,Demolition for alleged military purposes
2006-09-02,Jabalya,North Gaza,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2006-09-02,Jabalya,North Gaza,gaza-strip,2,13,0,Residental,Demolition for alleged military purposes
2006-08-28,Gaza City,Gaza,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-08-26,Nablus,Nablus,west-bank,20,78,0,Residental,Demolition for alleged military purposes
2006-08-25,Jabalya,North Gaza,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-08-25,Jabalya,North Gaza,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-08-24,Jabalya,North Gaza,gaza-strip,8,12,0,Residental,Demolition for alleged military purposes
2006-08-22,Rafah,Rafah,gaza-strip,3,13,0,Residental,Demolition for alleged military purposes
2006-08-21,Jabalya R.C.,North Gaza,gaza-strip,3,20,0,Residental,Demolition for alleged military purposes
2006-08-16,Gaza City,Gaza,gaza-strip,2,0,0,Residental,Demolition for alleged military purposes
2006-08-16,Khan Yunis,Khan Yunis,gaza-strip,6,36,0,Residental,Demolition for alleged military purposes
2006-08-15,'Askar R.C.,Nablus,west-bank,4,30,0,Residental,Demolition for alleged military purposes
2006-08-15,Beit Hanoun,North Gaza,gaza-strip,4,10,0,Residental,Demolition for alleged military purposes
2006-08-14,Rafah,Rafah,gaza-strip,1,38,0,Residental,Demolition for alleged military purposes
2006-08-14,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-08-14,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-08-14,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-08-14,Jabalya,North Gaza,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-08-14,Rafah,Rafah,gaza-strip,2,10,0,Residental,Demolition for alleged military purposes
2006-08-11,Jabalya R.C.,North Gaza,gaza-strip,4,13,0,Residental,Demolition for alleged military purposes
2006-08-10,Beit Hanoun,North Gaza,gaza-strip,2,10,0,Residental,Demolition for alleged military purposes
2006-08-09,Beit Hanoun,North Gaza,gaza-strip,8,26,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,13,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-08-08,Beit Lahiya,North Gaza,gaza-strip,4,37,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,12,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,3,15,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-08-08,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2006-08-05,Rafah,Rafah,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2006-08-05,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-08-05,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-08-05,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-08-05,Rafah,Rafah,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2006-08-05,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-08-05,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-08-05,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-08-05,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-08-05,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-08-05,Rafah,Rafah,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2006-08-04,Gaza City,Gaza,gaza-strip,3,11,0,Residental,Demolition for alleged military purposes
2006-08-04,a-Shati' R.C.,Gaza,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-08-02,al-Bureij R.C.,Deir al-Balah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-07-30,Beit Hanoun,North Gaza,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-07-30,Jabalya,North Gaza,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-07-30,Beit Hanoun,North Gaza,gaza-strip,3,27,0,Residental,Demolition for alleged military purposes
2006-07-28,Rafah,Rafah,gaza-strip,1,13,0,Residental,Demolition for alleged military purposes
2006-07-28,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-07-28,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-07-28,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-07-28,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-07-28,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-07-28,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-07-28,Rafah,Rafah,gaza-strip,1,13,0,Residental,Demolition for alleged military purposes
2006-07-28,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-07-28,Rafah,Rafah,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2006-07-28,Khan Yunis,Khan Yunis,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-07-28,Rafah,Rafah,gaza-strip,1,12,0,Residental,Demolition for alleged military purposes
2006-07-28,Khan Yunis,Khan Yunis,gaza-strip,1,0,0,Residental,Demolition for alleged military purposes
2006-07-28,Khan Yunis,Khan Yunis,gaza-strip,2,0,0,Residental,Demolition for alleged military purposes
2006-07-28,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-07-27,Gaza City,Gaza,gaza-strip,2,18,0,Residental,Demolition for alleged military purposes
2006-07-26,Gaza City,Gaza,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-07-26,Gaza City,Gaza,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-07-26,Gaza City,Gaza,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-07-26,Kafr Qadum,Qalqiliya,west-bank,1,3,0,Residental,Demolition for alleged military purposes
2006-07-26,Gaza City,Gaza,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2006-07-25,Gaza City,Gaza,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2006-07-25,Khan Yunis,Khan Yunis,gaza-strip,6,35,0,Residental,Demolition for alleged military purposes
2006-07-22,Rafah,Rafah,gaza-strip,1,12,0,Residental,Demolition for alleged military purposes
2006-07-22,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-07-19,al-Maghazi R.C.,Deir al-Balah,gaza-strip,1,0,0,Residental,Demolition for alleged military purposes
2006-07-19,al-Maghazi R.C.,Deir al-Balah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2006-07-19,al-Maghazi R.C.,Deir al-Balah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-07-19,al-Maghazi R.C.,Deir al-Balah,gaza-strip,1,0,0,Residental,Demolition for alleged military purposes
2006-07-19,al-Maghazi R.C.,Deir al-Balah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,4,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,7,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,8,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,6,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,10,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,5,0,Residental,Demolition for alleged military purposes
2006-07-17,Rafah,Rafah,gaza-strip,1,9,0,Residental,Demolition for alleged military purposes
2006-07-16,Rafah,Rafah,gaza-strip,1,14,0,Residental,Demolition for alleged military purposes
2006-07-12,Gaza City,Gaza,gaza-strip,1,11,0,Residental,Demolition for alleged military purposes
2006-07-11,'Asirah al-Qibliyah,Nablus,west-bank,1,0,0,Residental,Demolition for alleged military purposes
2006-07-11,Rafah,Rafah,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2006-07-07,'Abasan al-Kabirah,Khan Yunis,gaza-strip,1,0,0,Residental,Demolition for alleged military purposes
2006-07-07,'Abasan al-Kabirah,Khan Yunis,gaza-strip,1,2,0,Residental,Demolition for alleged military purposes
2006-06-20,Tuqu',Bethlehem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-06-19,Silwad,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-06-12,Turah al-Gharbiyah,Jenin,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-05-30,Bruqin,Salfit,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-05-30,Bruqin,Salfit,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-05-25,al-Funduq,Qalqiliya,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-05-25,al-Funduq,Qalqiliya,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-05-14,Qabatiyah,Jenin,west-bank,0,0,0,Residental,Demolition for alleged military purposes
2006-04-26,a-Za'ayem,al-Quds,west-bank,1,3,0,Residental,Demolition on the pretext of unlawful construction
2006-03-24,Birqin,Jenin,west-bank,0,0,0,Residental,Demolition for alleged military purposes
2006-03-22,al-Walajah,Bethlehem,west-bank,1,11,0,Residental,Demolition on the pretext of unlawful construction
2006-03-22,al-Walajah,Bethlehem,west-bank,1,11,9,Residental,Demolition on the pretext of unlawful construction
2006-03-07,Beit Iksa,al-Quds,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2006-03-06,Jaba',al-Quds,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2006-02-22,al-Funduq,Qalqiliya,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-02-21,Hebron,Hebron,west-bank,1,8,5,Residental,Demolition on the pretext of unlawful construction
2006-02-19,Nablus,Nablus,west-bank,2,8,0,Residental,Demolition for alleged military purposes
2006-02-08,Shuqba,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-02-08,Tammun,Tubas,west-bank,1,10,0,Residental,Demolition on the pretext of unlawful construction
2006-02-08,Shuqba,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-02-08,Tammun,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-02-08,Shuqba,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-02-08,Shuqba,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-02-08,Shuqba,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2006-01-31,al-Walajah,Bethlehem,west-bank,1,7,3,Residental,Demolition on the pretext of unlawful construction
2006-01-31,al-Walajah,Bethlehem,west-bank,1,7,3,Residental,Demolition on the pretext of unlawful construction
2006-01-29,Hebron,Hebron,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2006-01-29,Hebron,Hebron,west-bank,1,8,5,Residental,Demolition on the pretext of unlawful construction
2006-01-21,al-Hadidiyah,Tubas,west-bank,1,23,9,Residental,Demolition on the pretext of unlawful construction
2006-01-19,Dhaher al-Malih,Jenin,west-bank,1,22,17,Residental,Demolition on the pretext of unlawful construction
2006-01-19,a-Taybah,Jenin,west-bank,1,13,0,Residental,Demolition on the pretext of unlawful construction
2006-01-17,Bethlehem,Bethlehem,west-bank,1,10,7,Residental,Demolition on the pretext of unlawful construction
2006-01-17,Beit Ta'mar,Bethlehem,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2006-01-17,Bethlehem,Bethlehem,west-bank,1,10,7,Residental,Demolition on the pretext of unlawful construction
2006-01-17,Bethlehem,Bethlehem,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2006-01-17,Tulkarm,Tulkarm,west-bank,0,0,0,Residental,Demolition for alleged military purposes
2006-01-12,Jenin,Jenin,west-bank,2,0,0,Residental,Demolition for alleged military purposes
2006-01-07,Nablus,Nablus,west-bank,0,0,0,Residental,Demolition for alleged military purposes
2006-01-04,al-Walajah,Bethlehem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2005-11-23,Jenin,Jenin,west-bank,0,0,0,Residental,Demolition for alleged military purposes
2005-11-14,Jenin,Jenin,west-bank,0,0,0,Residental,Demolition for alleged military purposes
2005-10-24,Nur Shams R.C.,Tulkarm,west-bank,4,13,0,Residental,Demolition for alleged military purposes
2005-09-28,Qabatiyah,Jenin,west-bank,0,0,0,Residental,Demolition for alleged military purposes
2005-09-26,Khan Yunis R.C.,Khan Yunis,gaza-strip,1,0,0,Residental,Demolition for alleged military purposes
2005-08-22,al-Mawasi,Khan Yunis,gaza-strip,0,6,0,Residental,Demolition for alleged military purposes
2005-08-17,Khan Yunis,Khan Yunis,gaza-strip,1,3,0,Residental,Demolition for alleged military purposes
2005-07-19,al-Yamun,Jenin,west-bank,1,4,0,Residental,Demolition for alleged military purposes
2005-04-17,'Askar R.C.,Nablus,west-bank,0,0,0,Residental,Demolition for alleged military purposes
