Marque;Modèle;Année-Modèle;Kilométrage;Type de carburant;Puissance fiscale;Boite de vitesses;Première main;État;Prix
Ford;Kuga;2006;100 000 - 109 999;Diesel;6;Manuelle;;;62000
Ford;Focus;2012;80 000 - 84 999;Diesel;6;Manuelle;Oui;Excellent;110000
Ford;Kuga;2012;110 000 - 119 999;Diesel;8;Manuelle;Non;Excellent;130000
Ford;Transit;2000;60 000 - 64 999;Diesel;7;Manuelle;Non;;130000
Ford;Mondeo;2010;10 000 - 14 999;Diesel;8;--;;;95000
Ford;Fiesta;2012;120 000 - 129 999;Essence;7;Manuelle;;Très bon;69000
Ford;Ranger;2018;80 000 - 84 999;Diesel;9;--;;;300000
Ford;Focus;2009;180 000 - 189 999;Diesel;7;Manuelle;Non;;88000
Ford;Fiesta;2012;140 000 - 149 999;Essence;7;Manuelle;Non;Très bon;87000
Ford;Focus;2017;80 000 - 84 999;Diesel;6;Manuelle;;;145000
Ford;Tourneo;2016;120 000 - 129 999;Diesel;9;Manuelle;Oui;Excellent;195000
Ford;Focus;2017;120 000 - 129 999;Diesel;5;Manuelle;Oui;Excellent;145000
Ford;Kuga;2014;120 000 - 129 999;Diesel;8;Manuelle;Non;Bon;139000
Ford;C-Max;2011;170 000 - 179 999;Essence;9;Manuelle;Non;Très bon;70000
Ford;Fiesta;2016;45 000 - 49 999;Diesel;6;Manuelle;Non;;120000
Ford;Ranger;2016;20 000 - 24 999;Diesel;9;Manuelle;Oui;Très bon;155000
Ford;Kuga;2021;45 000 - 49 999;Diesel;6;Automatique;Oui;Excellent;285000
Ford;Fiesta;2009;200 000 - 249 999;Diesel;7;Manuelle;Non;;70000
Ford;Focus;2011;170 000 - 179 999;Diesel;7;Manuelle;;;98000
Ford;Fiesta;2017;85 000 - 89 999;Diesel;6;Manuelle;Oui;Très bon;118000
Ford;Focus;2010;170 000 - 179 999;Diesel;7;Manuelle;Non;;95000
Ford;Fiesta;2017;80 000 - 84 999;Diesel;6;Manuelle;Non;Excellent;118000
Ford;Focus;2017;110 000 - 119 999;Diesel;6;Manuelle;Oui;Excellent;155000
Ford;Kuga;2013;180 000 - 189 999;Diesel;7;Automatique;Oui;Excellent;165000
Ford;Focus;2008;120 000 - 129 999;Diesel;6;Manuelle;Non;Très bon;85000
Ford;Ka;2015;45 000 - 49 999;Essence;7;Manuelle;Oui;Très bon;75000
Ford;Focus;2010;110 000 - 119 999;Diesel;7;Manuelle;Oui;Excellent;101000
Ford;Kuga;2011;200 000 - 249 999;Diesel;8;Manuelle;Non;Excellent;123000
Ford;C-Max;2019;35 000 - 39 999;Diesel;6;Manuelle;Non;Excellent;172000
Ford;Focus;2010;110 000 - 119 999;Diesel;7;Manuelle;Oui;Excellent;101000
Ford;Focus;2000;30 000 - 34 999;Diesel;7;Manuelle;;Très bon;60000
Ford;Fiesta;2014;100 000 - 109 999;Diesel;6;Manuelle;Non;Excellent;105000
Ford;C-Max;2014;75 000 - 79 999;Diesel;7;Manuelle;Oui;Excellent;180000
Ford;Ka;2013;140 000 - 149 999;Essence;7;Manuelle;Non;Très bon;68000
Ford;Fiesta;2017;65 000 - 69 999;Diesel;6;Manuelle;Oui;Très bon;93000
Ford;Focus;2007;25 000 - 29 999;Diesel;7;Manuelle;Non;Très bon;78000
Ford;C-Max;2012;0 - 4 999;Diesel;6;Manuelle;Non;Très bon;125000
Ford;Kuga;2018;55 000 - 59 999;Diesel;6;Manuelle;Oui;;190000
Ford;Kuga;2016;110 000 - 119 999;Diesel;8;Manuelle;Oui;Excellent;175000
Ford;Ka;2016;60 000 - 64 999;Essence;7;Manuelle;Oui;Excellent;85000
Ford;C-Max;2017;100 000 - 109 999;Diesel;6;Manuelle;Oui;Très bon;170000
Ford;C-Max;2019;10 000 - 14 999;Diesel;6;Manuelle;Oui;;163000
Ford;Kuga;2020;30 000 - 34 999;Diesel;6;Manuelle;Oui;Excellent;197000
Ford;Kuga;2016;130 000 - 139 999;Diesel;8;Manuelle;Non;Excellent;165000
Ford;Fiesta;2018;60 000 - 64 999;Diesel;7;Manuelle;Non;Excellent;100000
Ford;Fiesta;2005;30 000 - 34 999;Diesel;6;--;Non;Très bon;60000
Ford;Focus;2008;200 000 - 249 999;Diesel;7;Manuelle;Non;Excellent;88000
Ford;Focus;2009;190 000 - 199 999;Diesel;7;Manuelle;Non;Très bon;87000
Ford;Fiesta;2015;150 000 - 159 999;Diesel;6;Manuelle;Oui;Bon;93000
Ford;Kuga;2016;90 000 - 94 999;Diesel;8;Manuelle;Oui;Très bon;170000
Ford;Fusion;2015;90 000 - 94 999;Diesel;8;Automatique;Non;Très bon;158000
Ford;Focus;2018;70 000 - 74 999;Diesel;6;Manuelle;Oui;Excellent;146000
Ford;Kuga;2015;130 000 - 139 999;Diesel;8;Manuelle;Non;Excellent;163000
Ford;Fiesta;2017;120 000 - 129 999;Diesel;6;--;Oui;;107000
Ford;Focus;2010;15 000 - 19 999;Diesel;7;Manuelle;;Très bon;93000
Ford;Fiesta;2008;180 000 - 189 999;Essence;7;Manuelle;Non;Très bon;60000
Ford;Transit;2017;200 000 - 249 999;Diesel;9;Manuelle;Oui;Très bon;187000
Ford;C-Max;2012;130 000 - 139 999;Diesel;6;Manuelle;Oui;Excellent;135000
Ford;Focus;2013;160 000 - 169 999;Diesel;6;--;;;120000
Ford;Kuga;2013;200 000 - 249 999;Diesel;8;Manuelle;Oui;Très bon;135000
Ford;Fiesta;2015;65 000 - 69 999;Diesel;6;Manuelle;Oui;Très bon;107000
Ford;Focus;2008;200 000 - 249 999;Diesel;7;Manuelle;Non;;94000
Ford;Focus;2015;140 000 - 149 999;Diesel;6;Manuelle;Oui;Excellent;138000
Ford;Kuga;2014;95 000 - 99 999;Diesel;8;Manuelle;Oui;;155000
Ford;Focus;2018;40 000 - 44 999;Diesel;6;Manuelle;Oui;Excellent;160000
Ford;Ka;2012;70 000 - 74 999;Essence;5;Manuelle;Oui;Excellent;67500
Ford;Fiesta;2017;85 000 - 89 999;Diesel;6;Manuelle;Non;;180000
Ford;Transit;2010;20 000 - 24 999;Diesel;8;Manuelle;Non;Très bon;95000
Ford;Kuga;2013;160 000 - 169 999;Diesel;8;--;;;200000
Ford;Kuga;2015;140 000 - 149 999;Diesel;8;Manuelle;Non;Excellent;160000
Ford;Focus;2009;180 000 - 189 999;Diesel;7;Manuelle;Non;Très bon;85000
Ford;Fiesta;2013;200 000 - 249 999;Essence;7;Manuelle;Non;Très bon;70800
Ford;Focus;2014;130 000 - 139 999;Diesel;6;Manuelle;Non;Excellent;115000
Ford;Focus;2012;140 000 - 149 999;Diesel;6;Manuelle;Non;Excellent;118000
Ford;Kuga;2014;150 000 - 159 999;Diesel;8;Automatique;;;160000
Ford;Fiesta;2016;120 000 - 129 999;Diesel;6;Manuelle;Oui;Bon;98000
Ford;Fiesta;2016;50 000 - 54 999;Essence;7;Manuelle;;;110000
Ford;Focus;2012;180 000 - 189 999;Diesel;6;Manuelle;Non;Excellent;110000
Ford;Fiesta;2014;130 000 - 139 999;Diesel;6;Manuelle;;Très bon;105000
Ford;Focus;2011;190 000 - 199 999;Diesel;7;Manuelle;Non;Très bon;98000
Ford;Focus;2017;60 000 - 64 999;Diesel;6;Manuelle;Oui;Excellent;153000
Ford;Fiesta;2017;80 000 - 84 999;Diesel;7;Manuelle;Oui;Excellent;110000
Ford;Fiesta;2015;85 000 - 89 999;Diesel;6;Manuelle;Non;Excellent;100000
Ford;Fiesta;2015;15 000 - 19 999;Diesel;6;Manuelle;Oui;Excellent;93000
Ford;Focus;2013;150 000 - 159 999;Diesel;6;Manuelle;;Excellent;127000
Ford;Mondeo;2009;190 000 - 199 999;Diesel;8;Manuelle;Oui;Excellent;75000
Ford;Focus;2018;140 000 - 149 999;Diesel;6;Manuelle;Oui;Excellent;148000
Ford;Fiesta;2017;85 000 - 89 999;Diesel;6;Manuelle;Non;Excellent;180000
Ford;Kuga;2012;15 000 - 19 999;Diesel;8;Manuelle;Non;;135000
Ford;Fiesta;2013;110 000 - 119 999;Diesel;7;Manuelle;Non;Très bon;97000
Ford;BEDFORD;2017;90 000 - 94 999;Diesel;10;Manuelle;Oui;Excellent;187000
Ford;FOCUS C-MAX;2013;150 000 - 159 999;Diesel;6;Manuelle;Non;;122000
Ford;Focus;2008;15 000 - 19 999;Diesel;7;Manuelle;Non;Excellent;100000
Ford;Focus;2017;200 000 - 249 999;Diesel;6;Manuelle;Oui;;135000
Ford;Fiesta;2011;0 - 4 999;Diesel;6;Manuelle;Non;Excellent;83000
Ford;Focus;2017;110 000 - 119 999;Diesel;6;--;;;145000
Ford;Fiesta;2017;75 000 - 79 999;Diesel;6;Manuelle;Non;Excellent;106000
Ford;Fiesta;2017;85 000 - 89 999;Diesel;6;Manuelle;Non;Excellent;109000
Ford;Ranger;2010;110 000 - 119 999;Diesel;10;Manuelle;Non;Excellent;129000
Ford;Focus;2012;140 000 - 149 999;Diesel;6;Manuelle;;Très bon;118000
Ford;Ka;2011;15 000 - 19 999;Essence;7;Manuelle;;Très bon;60000
Ford;Focus;2016;100 000 - 109 999;Diesel;6;Manuelle;Oui;Excellent;145000
Ford;Fiesta;2006;190 000 - 199 999;Diesel;6;Manuelle;Non;Très bon;63000
Ford;Focus;2007;200 000 - 249 999;Essence;9;Manuelle;Non;Excellent;65000
Ford;C-Max;2014;120 000 - 129 999;Essence;6;Manuelle;;;93000
Ford;Focus;2017;70 000 - 74 999;Diesel;6;--;;;150000
Ford;Fiesta;2016;150 000 - 159 999;Diesel;6;--;;;98000
Ford;Focus;2007;250 000 - 299 999;Diesel;7;Manuelle;Non;Très bon;75000
Ford;Fiesta;2018;45 000 - 49 999;Essence;6;Manuelle;Non;Très bon;90000
Ford;Focus;2008;200 000 - 249 999;Diesel;7;Automatique;Non;Excellent;75000
Ford;Kuga;2013;150 000 - 159 999;Diesel;8;Manuelle;Oui;Très bon;149000
Ford;Kuga;2011;200 000 - 249 999;Diesel;8;Manuelle;;;120000
Ford;Fiesta;2007;5 000 - 9 999;Diesel;6;Manuelle;;;64000
Ford;Kuga;2017;140 000 - 149 999;Diesel;8;Manuelle;Oui;Bon;173000
Ford;Focus;2014;150 000 - 159 999;Diesel;6;Manuelle;Oui;Très bon;120000
Ford;Fiesta;2010;200 000 - 249 999;Diesel;6;Manuelle;Non;Très bon;92000
Ford;Fiesta;2018;120 000 - 129 999;Diesel;6;Manuelle;Oui;Très bon;103000
Ford;Fiesta;2017;35 000 - 39 999;Essence;6;--;;;107000
Ford;C-Max;2019;10 000 - 14 999;Diesel;6;Manuelle;Oui;Excellent;173000
Ford;C-Max;2012;190 000 - 199 999;Diesel;6;Manuelle;;;120000
Ford;Fusion;2016;140 000 - 149 999;Diesel;8;Automatique;Oui;Excellent;185000
Ford;Focus;2014;190 000 - 199 999;Diesel;6;Manuelle;Non;Très bon;128000
Ford;Focus;2013;130 000 - 139 999;Diesel;6;--;;;118000
Ford;Focus;2010;100 000 - 109 999;Diesel;6;Manuelle;Non;;99000
Ford;Kuga;2016;200 000 - 249 999;Diesel;8;Manuelle;Oui;Excellent;180000
Ford;Focus;2010;200 000 - 249 999;Diesel;7;Manuelle;Non;;88000
Ford;Fiesta;2016;90 000 - 94 999;Diesel;6;Manuelle;Non;;105000
Ford;Ranger;2008;200 000 - 249 999;Diesel;10;Manuelle;Oui;;100000
Ford;Focus;2006;200 000 - 249 999;Diesel;7;Manuelle;Non;Très bon;80000
Ford;Ka;2011;150 000 - 159 999;Essence;6;Manuelle;;Très bon;62000
Ford;Fusion;2018;95 000 - 99 999;Diesel;8;Manuelle;Non;;184000
Ford;Ecosport;2019;80 000 - 84 999;Diesel;6;Manuelle;Oui;Excellent;155000
Ford;Focus;2018;10 000 - 14 999;Diesel;6;Manuelle;Oui;Excellent;170000
Ford;Focus;2012;180 000 - 189 999;Diesel;6;Manuelle;Oui;Très bon;123000
Ford;Focus;2017;140 000 - 149 999;Diesel;6;Manuelle;Oui;;155000
Ford;Fiesta;2018;75 000 - 79 999;Diesel;6;Manuelle;Non;Excellent;120000
Ford;Focus;2014;90 000 - 94 999;Diesel;6;Manuelle;Non;;130000
Ford;Ka;2014;95 000 - 99 999;Diesel;5;Manuelle;;Très bon;87000
Ford;Fiesta;2013;10 000 - 14 999;Essence;7;Manuelle;Non;Très bon;85000
Ford;Fiesta;2017;120 000 - 129 999;Diesel;6;Manuelle;Non;;105000
Ford;Focus;2015;190 000 - 199 999;Diesel;6;Manuelle;Non;;135000
Ford;Fiesta;2011;85 000 - 89 999;Diesel;6;Automatique;Oui;Excellent;90000
Ford;Focus;2013;140 000 - 149 999;Diesel;6;Manuelle;Non;Très bon;128000
Ford;Fiesta;2014;5 000 - 9 999;Essence;6;Manuelle;Non;;79000
Ford;BEDFORD;2017;90 000 - 94 999;Diesel;10;Manuelle;Oui;Excellent;84000
Ford;Focus;2016;120 000 - 129 999;Diesel;6;Manuelle;Non;Très bon;145000
Ford;Ka;2015;5 000 - 9 999;Diesel;5;Manuelle;Non;Très bon;79000
Ford;Fiesta;2016;70 000 - 74 999;Diesel;6;Manuelle;Oui;Excellent;105000
Ford;Kuga;2012;160 000 - 169 999;Diesel;8;Automatique;Non;Excellent;138000
Ford;Fiesta;2017;0 - 4 999;Essence;8;Manuelle;Oui;Excellent;90000
Ford;Kuga;2012;110 000 - 119 999;Diesel;8;Manuelle;Non;Très bon;152000
Ford;Tourneo;2016;110 000 - 119 999;Diesel;9;Manuelle;Non;;195000
Ford;Tourneo;2019;60 000 - 64 999;Diesel;6;Manuelle;Oui;Très bon;152000
Ford;Focus;2007;25 000 - 29 999;Diesel;7;Manuelle;;;83000
Ford;Focus;2012;190 000 - 199 999;Diesel;7;Manuelle;Non;Très bon;107000
Ford;Tourneo;2016;110 000 - 119 999;Diesel;9;Manuelle;Non;;195000
Ford;Mondeo;2014;150 000 - 159 999;Diesel;8;Manuelle;;Très bon;123000
Ford;Kuga;2018;130 000 - 139 999;Diesel;8;Manuelle;Oui;Excellent;215000
Ford;Fusion;2010;190 000 - 199 999;Diesel;6;Manuelle;;Très bon;85000
Ford;Mustang;2017;90 000 - 94 999;Essence;13;--;;;300000
Ford;Fiesta;2016;65 000 - 69 999;Diesel;6;Manuelle;Non;Très bon;127000
Ford;Focus;2012;120 000 - 129 999;Diesel;6;--;;;119000
Ford;Kuga;2017;110 000 - 119 999;Diesel;8;Manuelle;Oui;Très bon;180000
Ford;Fiesta;2012;190 000 - 199 999;Diesel;6;Manuelle;Non;Excellent;87000
Ford;Fiesta;2012;75 000 - 79 999;Essence;7;Manuelle;Non;Très bon;75000
Ford;Focus;2016;180 000 - 189 999;Diesel;6;Manuelle;Oui;Très bon;160000
Ford;Kuga;2015;15 000 - 19 999;Diesel;8;Manuelle;Oui;Très bon;155000
Ford;Focus;2005;300 000 - 349 999;Diesel;7;Manuelle;Non;Très bon;73000
Ford;Focus;2014;10 000 - 14 999;Diesel;6;Manuelle;Non;Très bon;115000
Ford;C-Max;2012;140 000 - 149 999;Diesel;6;Manuelle;Non;Excellent;114000
Ford;Fiesta;2014;10 000 - 14 999;Essence;7;Manuelle;Non;Très bon;83000
Ford;Fiesta;2017;5 000 - 9 999;Diesel;7;Manuelle;Non;;110000
Ford;Fiesta;2009;130 000 - 139 999;Essence;7;Manuelle;;;70000
Ford;Kuga;2015;130 000 - 139 999;Diesel;8;Manuelle;Non;Excellent;159000
Ford;Focus;2012;150 000 - 159 999;Diesel;6;Manuelle;Non;Très bon;116000
Ford;Fiesta;2017;85 000 - 89 999;Diesel;6;Manuelle;Oui;;112000
Ford;Fiesta;2013;45 000 - 49 999;Diesel;6;Manuelle;Non;;100000
Ford;Fiesta;2011;130 000 - 139 999;Essence;7;Manuelle;Non;Très bon;70000
Ford;Focus;2007;180 000 - 189 999;Diesel;7;Manuelle;Non;;79000
Ford;Fiesta;2012;75 000 - 79 999;Essence;7;Manuelle;Non;Très bon;72000
Ford;Fusion;2016;100 000 - 109 999;Diesel;8;--;;;160000
Ford;Fusion;2017;55 000 - 59 999;Diesel;8;Automatique;Oui;Excellent;190000
Ford;Focus;2018;40 000 - 44 999;Diesel;6;Manuelle;;Excellent;164000
Ford;Ranger;2017;160 000 - 169 999;Diesel;9;Automatique;Oui;;260000
Ford;Fiesta;2014;85 000 - 89 999;Diesel;6;Manuelle;Non;Excellent;88000
Ford;Focus;2011;160 000 - 169 999;Diesel;7;Manuelle;Non;Très bon;89000
Ford;Focus;2000;250 000 - 299 999;Diesel;7;Manuelle;Non;Très bon;65000
Ford;Focus;2012;130 000 - 139 999;Diesel;6;Manuelle;Non;Excellent;119000
Ford;Fiesta;2017;90 000 - 94 999;Diesel;6;Manuelle;Non;;109000
Ford;Focus;2016;5 000 - 9 999;Diesel;7;Manuelle;;Excellent;143000
Ford;Focus;2004;200 000 - 249 999;Diesel;7;Manuelle;;;71000
Ford;Galaxy;1999;200 000 - 249 999;Diesel;8;Manuelle;;Très bon;62000
Ford;Transit;2018;100 000 - 109 999;Diesel;10;Manuelle;Oui;Bon;225000
Ford;Focus;2007;250 000 - 299 999;Diesel;7;Manuelle;Non;;72000
Ford;Fusion;2015;150 000 - 159 999;Diesel;8;Manuelle;Oui;;140500
Ford;Fiesta;2009;180 000 - 189 999;Diesel;7;Manuelle;Non;Excellent;83000
Ford;Focus;2005;95 000 - 99 999;Diesel;7;Manuelle;Non;Bon;60000
Ford;Focus;2015;120 000 - 129 999;Diesel;6;--;;;133000
Ford;Fiesta;2012;190 000 - 199 999;Essence;7;--;;;78000
Ford;Focus;2018;85 000 - 89 999;Diesel;6;Manuelle;Oui;;171000
Ford;Fiesta;2009;65 000 - 69 999;Diesel;6;Manuelle;Non;Très bon;80000
Ford;Focus;2014;110 000 - 119 999;Diesel;6;Manuelle;Oui;;129000
Ford;Kuga;2014;160 000 - 169 999;Diesel;8;Manuelle;Oui;Excellent;149000
Ford;Kuga;2013;120 000 - 129 999;Diesel;8;Manuelle;Non;Excellent;135000
Ford;Focus;2013;170 000 - 179 999;Diesel;6;Manuelle;Oui;Très bon;98000
Ford;Kuga;2010;15 000 - 19 999;Diesel;7;Manuelle;Oui;Très bon;127000
Ford;Fiesta;2018;85 000 - 89 999;Diesel;6;Manuelle;;;109000
Ford;Fiesta;2019;0 - 4 999;Essence;6;Manuelle;Oui;Excellent;100000
Ford;Focus;2012;170 000 - 179 999;Diesel;6;Manuelle;Non;Bon;98000
Ford;Fiesta;2010;190 000 - 199 999;Diesel;6;Manuelle;;Très bon;75000
Ford;Fiesta;2017;35 000 - 39 999;Diesel;6;Manuelle;Oui;;119000
Ford;Focus;2018;75 000 - 79 999;Diesel;6;Manuelle;;Très bon;170000
Ford;Fiesta;2008;190 000 - 199 999;Diesel;6;Manuelle;;Excellent;69000
Ford;Fiesta;2014;160 000 - 169 999;Diesel;6;Manuelle;Oui;Très bon;96000
Ford;Fusion;2009;95 000 - 99 999;Diesel;6;--;;;64000
Ford;Focus;2013;0 - 4 999;Diesel;6;Manuelle;;Excellent;122000
Ford;Focus;2008;120 000 - 129 999;Diesel;7;Manuelle;Non;Très bon;81000
Ford;Focus;2017;35 000 - 39 999;Diesel;6;Manuelle;Non;Très bon;155000
Ford;Fiesta;2014;10 000 - 14 999;Diesel;6;--;;;112000
Ford;Fiesta;2016;85 000 - 89 999;Diesel;6;Manuelle;Oui;;98000
Ford;Fiesta;2017;80 000 - 84 999;Diesel;6;Manuelle;Oui;Excellent;102000
Ford;Focus;2012;150 000 - 159 999;Diesel;6;Manuelle;;Excellent;128000
Ford;C-Max;2005;300 000 - 349 999;Diesel;6;Manuelle;Non;;73000
Ford;Fiesta;2011;0 - 4 999;Diesel;6;Manuelle;Non;;100000
Ford;Fiesta;2016;95 000 - 99 999;Diesel;6;Manuelle;Non;Très bon;95000
Ford;Kuga;2015;100 000 - 109 999;Diesel;8;Manuelle;Oui;Très bon;175000
Ford;ESCAPE;2013;120 000 - 129 999;Essence;11;Automatique;Non;Excellent;145000
Ford;Fiesta;2017;100 000 - 109 999;Diesel;6;Manuelle;Non;Très bon;99000
Ford;FOCUS C-MAX;2013;150 000 - 159 999;Diesel;6;Manuelle;Non;;122000
Ford;Kuga;2011;140 000 - 149 999;Diesel;8;Manuelle;Non;;125000
Ford;Fiesta;2012;15 000 - 19 999;Essence;6;Manuelle;Oui;Excellent;72000
Ford;Fiesta;2018;75 000 - 79 999;Diesel;6;Manuelle;Non;Très bon;125000
Ford;Fiesta;2009;190 000 - 199 999;Diesel;6;Manuelle;;;65000
Ford;Focus;2016;110 000 - 119 999;Diesel;7;Manuelle;Non;Très bon;140000
Ford;Focus;2014;170 000 - 179 999;Diesel;6;Manuelle;Oui;Excellent;128000
Ford;Fiesta;2009;0 - 4 999;Diesel;6;Manuelle;Oui;;75000
Ford;Tourneo;2016;70 000 - 74 999;Diesel;9;Manuelle;Oui;;180000
Ford;Fiesta;2009;200 000 - 249 999;Diesel;6;Manuelle;Non;Très bon;60000
Ford;Fiesta;2013;100 000 - 109 999;Diesel;6;Manuelle;Non;Très bon;95000
Ford;Focus;2016;120 000 - 129 999;Diesel;6;Manuelle;Non;Excellent;145000
Ford;Focus;2015;30 000 - 34 999;Diesel;6;Automatique;Oui;;130000
Ford;Focus;2010;70 000 - 74 999;Diesel;7;Manuelle;Oui;Bon;100000
Ford;Fiesta;2016;90 000 - 94 999;Diesel;6;Manuelle;Oui;;105000
Ford;Transit;2018;120 000 - 129 999;Diesel;10;Manuelle;Non;;197000
Ford;Focus;2011;140 000 - 149 999;Diesel;7;Manuelle;Non;;92000
Ford;Focus;2009;200 000 - 249 999;Diesel;7;Manuelle;Non;Très bon;90000
Ford;C-Max;2005;300 000 - 349 999;Diesel;6;Manuelle;Non;;73000
Ford;Focus;2010;190 000 - 199 999;Diesel;7;Manuelle;Non;Excellent;90500
Ford;Fiesta;2011;170 000 - 179 999;Diesel;7;--;;;85000
Ford;Focus;2010;200 000 - 249 999;Diesel;7;Manuelle;Non;Excellent;93000
Ford;Focus;2006;250 000 - 299 999;Diesel;7;Automatique;Non;Très bon;70000
Ford;Mondeo;2013;140 000 - 149 999;Essence;11;Manuelle;Non;Excellent;63500
Ford;Ranger;2008;200 000 - 249 999;Diesel;10;Manuelle;;Bon;80000
Ford;Fiesta;2011;0 - 4 999;Diesel;7;Manuelle;Oui;;100000
Ford;Fiesta;2015;130 000 - 139 999;Diesel;6;Manuelle;Non;Excellent;102000
Ford;Kuga;2011;20 000 - 24 999;Diesel;8;Manuelle;Non;Excellent;138000
Hyundai;H-100;2009;180 000 - 189 999;Diesel;7;Manuelle;Oui;;105000
Hyundai;i 10;2012;10 000 - 14 999;Essence;6;Manuelle;Non;;65000
Hyundai;Santa Fe;2013;90 000 - 94 999;Diesel;9;Manuelle;Non;;158000
Hyundai;i 30;2013;190 000 - 199 999;Diesel;6;Automatique;Non;Bon;115000
Hyundai;ix 35;2012;170 000 - 179 999;Diesel;8;--;;;130000
Hyundai;i 10;2016;110 000 - 119 999;Essence;5;Manuelle;Non;;67000
Hyundai;Accent;2018;140 000 - 149 999;Diesel;6;Manuelle;Oui;Excellent;105000
Hyundai;i 30;2012;150 000 - 159 999;Diesel;6;Manuelle;Non;Excellent;91000
Hyundai;Atos Prime;2005;30 000 - 34 999;Essence;6;Manuelle;Non;;60000
Hyundai;Accent;2017;60 000 - 64 999;Diesel;7;Manuelle;Oui;Excellent;125000
Hyundai;i 10;2011;110 000 - 119 999;Essence;6;Manuelle;;Très bon;60000
Hyundai;ix 35;2013;150 000 - 159 999;Diesel;8;--;;;145000
Hyundai;Santa Fe;2016;100 000 - 109 999;Diesel;9;Automatique;Non;Excellent;216000
Hyundai;Santa Fe;2012;250 000 - 299 999;Diesel;9;--;;;110000
Hyundai;H-1;2015;90 000 - 94 999;Diesel;10;Manuelle;;Très bon;135000
Hyundai;ix 35;2011;150 000 - 159 999;Diesel;8;--;;;135000
Hyundai;Atos Prime;2005;30 000 - 34 999;Essence;6;Manuelle;Non;;60000
Hyundai;ix 35;2013;170 000 - 179 999;Diesel;7;Manuelle;Non;Très bon;134000
Hyundai;Accent;2010;190 000 - 199 999;Diesel;6;Manuelle;Non;Très bon;72000
Hyundai;Santa Fe;2012;80 000 - 84 999;Diesel;9;Manuelle;Oui;Excellent;150000
Hyundai;Tucson;2017;85 000 - 89 999;Diesel;6;Automatique;Oui;Très bon;215000
Hyundai;Elantra;2019;130 000 - 139 999;Diesel;6;Manuelle;Oui;Excellent;142000
Hyundai;i 30;2014;160 000 - 169 999;Diesel;6;--;;;125000
Hyundai;Grand i10;2017;35 000 - 39 999;Diesel;7;Automatique;Oui;Très bon;115000
Hyundai;i 40;2015;140 000 - 149 999;Diesel;7;Manuelle;Non;Excellent;150000
Hyundai;i 30;2016;110 000 - 119 999;Diesel;6;Manuelle;Oui;Excellent;145000
Hyundai;Tucson;2007;150 000 - 159 999;Diesel;8;--;;;89000
Hyundai;Accent;2008;160 000 - 169 999;Diesel;6;Manuelle;Non;;68000
Hyundai;i 10;2017;85 000 - 89 999;Essence;6;Manuelle;Non;Excellent;83000
Hyundai;CRETA;2017;75 000 - 79 999;Diesel;7;Manuelle;Oui;Excellent;175000
Hyundai;Tucson;2019;110 000 - 119 999;Diesel;6;Automatique;Oui;Excellent;270000
Hyundai;Elantra;2014;120 000 - 129 999;Diesel;6;Automatique;;;127000
Hyundai;i 30;2012;170 000 - 179 999;Diesel;6;--;;;113000
Hyundai;i 10;2013;120 000 - 129 999;Essence;5;Manuelle;;Très bon;66000
Hyundai;Tucson;2009;10 000 - 14 999;Essence;11;Manuelle;Non;Excellent;70000
Hyundai;Accent;2008;200 000 - 249 999;Diesel;6;Manuelle;Non;Bon;64000
Hyundai;H-1;2017;180 000 - 189 999;Diesel;10;Manuelle;Oui;Très bon;127000
Hyundai;Santa Fe;2008;250 000 - 299 999;Diesel;8;Automatique;Non;Très bon;90000
Hyundai;Santa Fe;2008;250 000 - 299 999;Diesel;8;Automatique;Non;Très bon;90000
Hyundai;CRETA;2019;80 000 - 84 999;Diesel;6;Automatique;Oui;Excellent;199000
Hyundai;ix 35;2016;90 000 - 94 999;Diesel;7;Manuelle;Non;Excellent;175000
Hyundai;Santa Fe;2008;25 000 - 29 999;Diesel;8;Manuelle;Non;;69000
Hyundai;i 10;2012;0 - 4 999;Essence;6;Manuelle;;Excellent;60000
Hyundai;Accent;2017;90 000 - 94 999;Diesel;6;Manuelle;Oui;Très bon;100000
Hyundai;CRETA;2019;10 000 - 14 999;Diesel;6;Manuelle;Oui;Excellent;185000
Hyundai;Elantra;2017;130 000 - 139 999;Diesel;6;Automatique;Oui;Excellent;145000
Hyundai;Santa Fe;2009;200 000 - 249 999;Diesel;7;Manuelle;Non;;87000
Hyundai;i 40;2013;140 000 - 149 999;Diesel;7;Automatique;Non;Excellent;135000
Hyundai;Santa Fe;2009;160 000 - 169 999;Diesel;9;Automatique;Non;;84000
Hyundai;ix 35;2012;160 000 - 169 999;Diesel;8;Manuelle;Non;Très bon;140000
Hyundai;i 30;2011;140 000 - 149 999;Diesel;6;Manuelle;Non;Excellent;90000
Hyundai;H-1;2005;250 000 - 299 999;Diesel;9;Manuelle;Non;Très bon;75000
Hyundai;Santa Fe;2007;250 000 - 299 999;Diesel;8;Manuelle;Non;Très bon;67000
Hyundai;Santa Fe;2007;20 000 - 24 999;Diesel;8;Automatique;;Excellent;90000
Hyundai;Santa Fe;2008;250 000 - 299 999;Diesel;9;Manuelle;;Très bon;100000
Hyundai;H-1;2012;40 000 - 44 999;Diesel;10;Manuelle;Oui;;110000
Hyundai;i 30;2013;130 000 - 139 999;Diesel;6;Manuelle;Oui;Excellent;117000
